age.group,participants,proportion
"[0,5)",101,0.1
"[5,10)",99,0.098019801980198
"[10,15)",99,0.098019801980198
"[15,20)",102,0.100990099009901
"[20,25)",61,0.0603960396039604
"[25,30)",60,0.0594059405940594
"[30,35)",61,0.0603960396039604
"[35,40)",62,0.0613861386138614
"[40,45)",62,0.0613861386138614
"[45,50)",61,0.0603960396039604
"[50,55)",62,0.0613861386138614
"[55,60)",62,0.0613861386138614
"[60,65)",59,0.0584158415841584
"[65,70)",25,0.0247524752475248
70+,34,0.0336633663366337
