"[0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,65)","[65,70)",70+
1.32673267326733,0.744658363143917,0.527117811761484,0.322498711453966,0.54465514927447,1.02733863057543,0.879570563648793,0.576313136499766,0.298321556315174,0.34668764170623,0.53986764966053,0.419121161861269,0.251315305067523,0.216109937218637,0.365972973341549
0.651947712726441,6.47474747474748,1.47865914799019,0.416992065267578,0.261874018146211,0.6684164295263,1.20623319677275,0.936817818206591,0.695821734895365,0.422754147993181,0.412062716535088,0.536693698264129,0.262241075241356,0.259244402935233,0.40070195708472
0.370535292420858,1.18722837495724,12.7070707070707,1.71504406022067,0.505963908659677,0.572575064868741,1.02353549443545,0.933690483896123,0.827403740629114,0.513827222291268,0.447387508725042,0.33957735366455,0.19695520628549,0.210915471487879,0.431650917407908
0.197796288477717,0.292120644921894,1.49638569603806,12.1176470588235,2.05825834998278,0.785600096083834,0.692422578767644,1.05711794164383,1.09821761778001,1.0835192898656,0.728093206249333,0.395196700974717,0.264029276849178,0.258847442055535,0.356773607529496
0.292938011617598,0.160875841956013,0.38712548855407,1.80494447797527,6.26229508196721,2.429908142172,1.26911402513656,1.06882564880742,1.16352244822524,1.16634126089891,1.24225584171972,0.760828504532728,0.322808703015978,0.190197571987222,0.330965650392727
0.588529016145704,0.437366668125318,0.466621562576338,0.733779600942974,2.58815332864444,3.43333333333333,2.08013852591182,1.67165484430526,1.42118473247697,1.43192334510994,1.58110423461405,0.911293289396274,0.492483785351401,0.457121909302287,0.346527502519225
0.580785288264017,0.90974672783429,0.961448309597497,0.745462818584228,1.55808608297299,2.39763415833247,2.36065573770492,1.99853976656617,1.55659560001569,1.50845538277352,1.43571869216139,0.872913375522749,0.66031116449136,0.494125282836131,0.447793931655872
0.432140328205274,0.802353453364681,0.995972444541329,1.29240779255513,1.49011240457145,2.18805698783462,2.26952072126356,3.08064516129032,1.87540064061362,1.62367183304729,1.2922189017879,0.972068233015222,0.613504735325954,0.620009743220327,0.887595095910419
0.209202239364554,0.557344845187361,0.825424366413092,1.25568279908624,1.51705855619604,1.73971442975925,1.65315117912647,1.75391876507888,2.46774193548387,1.69173713001037,1.5049236903701,0.802518841930014,0.599617990190566,0.684177709419536,0.792369696408935
0.199392541276593,0.277717169754735,0.420402963774483,1.0160545872291,1.24721714405693,1.43759335522504,1.31388724495633,1.24538183283525,1.387464040119,2.24590163934426,1.6049411576971,0.752262664905349,0.341255220369518,0.386957617332597,0.81007930550822
0.327300799185337,0.28534310861712,0.385852863754536,0.719708423956665,1.40028582928274,1.67326991567257,1.3182087678767,1.0447913600462,1.30104568737789,1.69179730272382,1.58064516129032,1.03962444190174,0.401779994486015,0.351104346152182,0.802815472220177
0.311738259638487,0.455954302776965,0.359308382111581,0.479262747733988,1.05216336661651,1.18318983178303,0.983278957053981,0.964230776886699,0.85118519647392,0.972858051455783,1.27546115637644,1.95161290322581,0.766645989294446,0.503275373625558,0.78872709799549
0.296487977315276,0.353372843921925,0.330547385822121,0.507867101716625,0.708075012747744,1.01420518154776,1.17975511631668,0.965249955225237,1.00874433966649,0.69999817115124,0.781837858610337,1.2159969909737,1.11864406779661,0.569488904304285,0.992598343333071
0.247273675512172,0.33881048461712,0.343312563994957,0.48289962752493,0.404626199816182,0.913021329673697,0.856239586650547,0.94609638493317,1.11632429056615,0.769832070751111,0.662642963988583,0.774209168151481,0.552332075405539,0.72,1.01784441518583
0.189372854037973,0.236828780659422,0.317745559758478,0.301003312846158,0.318417931643668,0.313005636269128,0.350915049198353,0.612515841893518,0.584675471994699,0.728829092505026,0.685211561606533,0.548712627662414,0.435365595924826,0.460306344531028,1.23529411764706
