"[0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,65)","[65,70)",70+
1.81176470588235,0.620002856020207,0.211895223330495,0.244922478766664,0.339355945463844,0.491953062660444,0.945524951521962,0.608056696366155,0.429361736304659,0.286933063842989,0.347160315429005,0.17933111489716,0.19496163613237,0.119918399060822,0.300365828716559
0.561719465639492,2.27777777777778,0.477158656781934,0.325396796429529,0.137660573125772,0.328334555779532,0.507192545236064,0.802286610229353,0.573518767032063,0.254033829032879,0.257835907020813,0.197169009762252,0.200192891282517,0.166628321458549,0.302274705824651
0.181482827271842,0.45107773713803,3.58181818181818,0.856096090547007,0.19538043672067,0.215323298014406,0.253037487747882,0.828164289611138,1.05344649336264,0.46765343391689,0.290160491190668,0.114989286616991,0.137560883932136,0.206341933931521,0.181849676780956
0.187075090011821,0.274330948907732,0.763476125436112,4.225,1.10554416171103,0.327845143334368,0.216553456134536,0.632428450823909,1.19162461941033,1.15982478544498,0.354519966956759,0.267877541213271,0.114659692918678,0.158676678995624,0.21807923365869
0.255320529079691,0.114317853873391,0.171631492715572,1.08897786461976,2.58974358974359,1.28688615245787,0.459437184796394,0.379986552434106,0.664484652325957,0.613149189782939,0.478668526239489,0.29813875405995,0.154190797268152,0.120884343779509,0.168588938177702
0.374002137021678,0.275512446906195,0.191129211662952,0.326311104175378,1.30035002227318,1.79452054794521,1.07519321650268,0.607546342609256,0.58776689333444,0.782995455579501,0.65674411911828,0.529024775324467,0.42161305651621,0.222437628577855,0.330505786318256
0.66971748036558,0.396520566835516,0.209261405570988,0.200815135811015,0.432528281271654,1.00173936698846,1.49122807017544,1.07902262789655,0.895517885051507,0.5172776930562,0.633772472802184,0.46240044821426,0.361420967107725,0.265790198050282,0.421182171288327
0.323969479810299,0.471806351480305,0.51518374652932,0.441147787410809,0.269090259184112,0.425783687266964,0.811655871194779,1.43478260869565,1.01931940052108,0.62750829335904,0.420990330254131,0.320690107070902,0.312126798874257,0.316666431627291,0.399142937991279
0.218670770997744,0.322395704983688,0.626419847963715,0.794546919563968,0.449802721494969,0.393751392634217,0.643906813889291,0.974356002263004,1.24418604651163,0.925537191272793,0.520528008832518,0.312314582456118,0.333884040471724,0.332155970994083,0.399591006642783
0.164180878521693,0.160438188556957,0.312429286820829,0.868854486747588,0.466313367089391,0.589319492067843,0.417875673182416,0.673909264031498,1.03984463806349,1.24731182795699,0.844058478813488,0.446535132132726,0.313255418471822,0.23482897028855,0.265439709505114
0.227863948033949,0.186794101418293,0.22236654666807,0.304648417789633,0.417590050435372,0.567010786758722,0.587300370743994,0.518630007635466,0.670845095555924,0.96822457358108,1.20454545454545,0.738699577296019,0.398763870929302,0.30662586489562,0.423435703295796
0.137577128090328,0.16695655012508,0.102999140538274,0.269054077480811,0.304003616216829,0.533846238686553,0.500829839805572,0.461759809824225,0.470452148001666,0.598693089119836,0.86340169685639,1.12162162162162,0.654185352119607,0.354055315247955,0.390278533993087
0.14333729869924,0.162454940231204,0.118083887649637,0.110365545028521,0.150673971433205,0.407730961476628,0.37514983326043,0.430706166967566,0.481990321475746,0.402500725134983,0.446663345479253,0.626931771564794,0.855421686746988,0.697062979485557,0.727255310289497
0.082472380954794,0.126486957499471,0.165689824404372,0.142872451399753,0.110500055126698,0.201224358728181,0.258073273633382,0.408756541608271,0.448536073624316,0.282248995513758,0.321281673623421,0.317397307660396,0.652055667840448,0.917808219178082,0.962971990788834
0.106331282822616,0.118109968376946,0.0751637940291893,0.101073551388845,0.0793248632396467,0.153900199280394,0.210504734690673,0.265203320140743,0.27775305063173,0.164223174854539,0.228377050966929,0.180092075886117,0.350176805319376,0.495680089597357,1.08771929824561
